gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,30,Yes,DSL,One year,No,Electronic check,33.04,929.25,0
Male,0,No,No,32,No,DSL,Month-to-month,Yes,Electronic check,49.07,1555.36,0
Male,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,63.53,1496.66,0
Female,0,Yes,No,58,Yes,DSL,Month-to-month,Yes,Bank transfer,46.37,2711.7,0
Female,0,Yes,No,72,Yes,DSL,Month-to-month,No,Credit card,39.3,2939.95,0
Male,1,Yes,No,72,Yes,DSL,Month-to-month,No,Electronic check,58.33,4221.51,0
Male,0,Yes,No,56,Yes,No,One year,Yes,Electronic check,39.09,2172.67,0
Male,0,No,No,26,Yes,DSL,Month-to-month,No,Electronic check,52.12,1298.45,0
Male,0,No,Yes,57,Yes,DSL,Month-to-month,No,Credit card,32.72,1924.06,0
Female,0,No,No,18,No,Fiber optic,Month-to-month,No,Bank transfer,72.28,1300.74,0
Female,0,No,No,65,No,DSL,Month-to-month,No,Mailed check,48.44,3073.29,0
Female,0,No,No,20,Yes,No,Month-to-month,No,Bank transfer,18.0,361.11,0
Female,0,Yes,No,30,Yes,DSL,Month-to-month,Yes,Bank transfer,52.83,1535.11,0
Female,0,No,Yes,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,77.04,518.0,0
Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,No,Electronic check,64.65,388.21,0
Female,0,Yes,No,29,Yes,Fiber optic,One year,Yes,Electronic check,56.85,1603.39,0
Female,0,No,Yes,40,Yes,Fiber optic,Two year,Yes,Electronic check,53.91,2132.02,0
Male,1,Yes,Yes,2,No,Fiber optic,One year,No,Bank transfer,69.67,102.13,1
Female,1,Yes,Yes,61,Yes,Fiber optic,One year,No,Electronic check,73.76,4463.5,0
Female,0,Yes,No,9,Yes,Fiber optic,Two year,No,Bank transfer,65.87,542.43,0
Female,0,Yes,Yes,72,Yes,Fiber optic,Month-to-month,No,Bank transfer,64.53,4622.02,0
Female,0,No,Yes,20,Yes,Fiber optic,One year,Yes,Mailed check,74.54,1446.07,0
Female,0,No,Yes,28,Yes,Fiber optic,Month-to-month,No,Credit card,73.7,2092.93,0
Female,0,Yes,No,12,Yes,DSL,Month-to-month,No,Electronic check,51.6,629.24,0
Male,0,Yes,Yes,60,Yes,DSL,Month-to-month,Yes,Bank transfer,56.53,3451.54,1
Female,0,No,Yes,53,No,DSL,Month-to-month,Yes,Electronic check,44.75,2466.09,1
Female,1,No,No,6,Yes,DSL,One year,No,Bank transfer,46.24,311.31,0
Female,0,Yes,Yes,8,No,Fiber optic,Month-to-month,Yes,Mailed check,65.82,549.04,0
Male,1,No,No,44,Yes,DSL,One year,Yes,Electronic check,50.27,2248.9,1
Female,0,Yes,No,63,Yes,Fiber optic,Two year,Yes,Electronic check,53.59,3399.5,0
Male,1,Yes,No,8,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,70.64,567.63,0
Male,0,Yes,No,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,78.84,1259.97,1
Female,0,No,No,40,Yes,Fiber optic,Month-to-month,No,Bank transfer,76.41,3005.32,0
Female,1,Yes,Yes,8,Yes,DSL,Month-to-month,No,Mailed check,59.2,515.55,1
Female,1,Yes,Yes,22,Yes,DSL,Two year,No,Bank transfer,56.05,1231.54,0
Male,0,Yes,Yes,1,Yes,Fiber optic,One year,Yes,Bank transfer,81.59,154.07,0
Female,0,Yes,Yes,36,Yes,Fiber optic,One year,Yes,Electronic check,61.52,2260.48,0
Female,0,No,No,52,Yes,Fiber optic,Month-to-month,Yes,Mailed check,62.28,3207.26,1
Female,0,Yes,Yes,30,Yes,Fiber optic,One year,No,Mailed check,78.99,2432.03,0
Female,0,Yes,Yes,19,No,Fiber optic,One year,No,Credit card,70.22,1206.14,0
Male,1,No,No,31,Yes,Fiber optic,Month-to-month,Yes,Mailed check,69.63,2255.04,0
Female,0,No,No,37,Yes,Fiber optic,Month-to-month,No,Mailed check,74.42,2686.62,0
Male,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Yes,Credit card,66.49,822.64,0
Female,0,No,Yes,9,Yes,DSL,Month-to-month,Yes,Credit card,43.3,411.07,1
Male,0,No,Yes,14,No,DSL,Two year,No,Electronic check,43.08,659.31,1
Male,0,No,Yes,71,Yes,DSL,One year,Yes,Credit card,52.57,3716.04,0
Female,0,No,No,53,Yes,Fiber optic,Month-to-month,No,Electronic check,71.65,3690.17,0
Female,0,No,No,10,Yes,Fiber optic,Two year,Yes,Credit card,82.13,804.94,1
Female,0,Yes,No,22,No,DSL,Month-to-month,No,Electronic check,47.68,1038.0,0
Female,1,Yes,No,30,Yes,DSL,Month-to-month,Yes,Mailed check,52.54,1473.74,0
Female,0,Yes,No,14,Yes,Fiber optic,Two year,Yes,Credit card,81.52,1143.55,0
Male,1,Yes,No,62,Yes,DSL,Two year,Yes,Electronic check,62.89,3845.39,0
Male,0,No,Yes,68,No,No,One year,No,Credit card,26.16,1811.33,0
Male,0,Yes,Yes,18,Yes,DSL,Month-to-month,Yes,Mailed check,37.51,662.88,0
Male,0,Yes,No,2,Yes,DSL,Two year,No,Electronic check,43.51,185.07,0
Male,0,No,No,20,Yes,Fiber optic,One year,Yes,Credit card,61.57,1218.59,0
Female,0,No,Yes,42,Yes,DSL,One year,Yes,Mailed check,50.29,2133.7,0
Female,0,No,Yes,59,No,DSL,Month-to-month,Yes,Credit card,45.93,2699.22,0
Female,0,Yes,Yes,25,No,DSL,Month-to-month,No,Credit card,62.82,1489.34,1
Male,0,Yes,Yes,20,Yes,DSL,Two year,Yes,Electronic check,37.43,738.36,0
Female,0,No,No,18,No,DSL,Two year,Yes,Electronic check,40.71,770.45,1
Female,0,Yes,No,1,Yes,Fiber optic,One year,No,Electronic check,71.96,102.06,0
Female,0,Yes,No,2,Yes,DSL,Month-to-month,Yes,Mailed check,54.17,93.68,1
Male,0,No,Yes,31,Yes,Fiber optic,One year,Yes,Electronic check,49.3,1455.46,0
Male,0,Yes,Yes,45,Yes,DSL,Month-to-month,Yes,Mailed check,36.12,1657.62,1
Female,0,No,No,1,Yes,No,Month-to-month,Yes,Credit card,22.89,43.86,1
Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,No,Electronic check,80.85,1254.92,0
Male,0,No,Yes,66,Yes,No,Month-to-month,Yes,Bank transfer,40.1,2632.89,0
Male,0,No,Yes,72,Yes,No,One year,No,Mailed check,21.68,1476.74,0
Female,0,No,No,47,Yes,DSL,Month-to-month,Yes,Electronic check,48.63,2312.3,0
Female,1,Yes,No,38,Yes,Fiber optic,Month-to-month,No,Electronic check,68.31,2595.32,1
Male,0,No,No,42,Yes,DSL,Two year,No,Electronic check,55.07,2382.52,0
Male,1,No,No,27,Yes,No,One year,Yes,Bank transfer,42.23,1141.65,0
Female,0,No,No,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.05,1198.48,1
Female,0,Yes,No,28,Yes,DSL,Month-to-month,Yes,Credit card,49.77,1414.42,0
Female,0,Yes,Yes,51,Yes,No,One year,No,Credit card,18.29,902.94,0
Male,0,Yes,No,48,Yes,No,Month-to-month,Yes,Electronic check,25.07,1171.1,0
Female,1,Yes,No,49,Yes,No,Month-to-month,No,Credit card,41.05,2006.56,0
Male,0,No,Yes,44,Yes,DSL,Month-to-month,Yes,Credit card,46.8,2013.18,1
Female,0,No,No,5,No,DSL,Month-to-month,Yes,Electronic check,35.48,165.95,1
Male,0,No,No,46,Yes,DSL,One year,No,Credit card,47.12,2264.5,0
Male,0,No,Yes,64,No,Fiber optic,Month-to-month,No,Electronic check,67.77,4389.41,0
Male,0,No,Yes,47,No,Fiber optic,Month-to-month,No,Bank transfer,55.43,2620.61,0
Male,0,Yes,No,42,Yes,DSL,Month-to-month,No,Electronic check,51.86,2255.7,0
Female,0,Yes,No,17,Yes,Fiber optic,Month-to-month,No,Credit card,74.05,1217.61,0
Male,1,No,No,58,Yes,DSL,Month-to-month,Yes,Credit card,69.88,4177.56,0
Male,0,Yes,No,33,Yes,Fiber optic,Two year,No,Credit card,59.34,1935.19,1
Male,0,Yes,No,19,Yes,No,Month-to-month,No,Credit card,30.84,686.15,0
Female,0,No,No,36,No,Fiber optic,Month-to-month,No,Electronic check,77.73,2898.25,0
Female,1,No,No,9,Yes,DSL,Month-to-month,No,Bank transfer,59.16,444.78,0
Female,1,Yes,No,67,Yes,DSL,One year,Yes,Electronic check,46.95,3219.0,0
Female,0,Yes,No,51,Yes,DSL,Month-to-month,No,Electronic check,41.48,2101.28,0
Female,0,Yes,No,24,Yes,Fiber optic,Two year,No,Electronic check,70.78,1670.32,0
Female,0,No,No,58,Yes,Fiber optic,One year,Yes,Credit card,70.72,4127.99,0
Male,1,No,Yes,4,No,DSL,Month-to-month,No,Bank transfer,50.52,151.68,1
Female,0,No,No,28,Yes,No,One year,Yes,Electronic check,35.33,1014.34,0
Female,0,No,No,47,Yes,Fiber optic,Month-to-month,Yes,Credit card,66.79,3092.09,0
Female,0,Yes,Yes,2,Yes,No,Two year,Yes,Credit card,18.0,44.85,0
Male,0,No,No,52,Yes,Fiber optic,Two year,No,Electronic check,68.21,3613.69,0
Female,0,Yes,No,59,Yes,No,Month-to-month,No,Mailed check,28.84,1720.89,0
Male,0,Yes,Yes,43,Yes,DSL,One year,Yes,Bank transfer,52.74,2249.83,0
Male,0,No,Yes,15,Yes,DSL,Month-to-month,Yes,Bank transfer,52.67,817.12,1
Female,1,No,No,54,Yes,No,Month-to-month,Yes,Mailed check,41.95,2194.98,0
Male,0,Yes,No,25,No,No,One year,Yes,Mailed check,18.0,408.06,0
Male,0,Yes,Yes,53,Yes,Fiber optic,Two year,Yes,Electronic check,66.61,3508.82,0
Female,0,Yes,No,46,Yes,DSL,Month-to-month,Yes,Mailed check,62.36,2907.9,0
Male,1,No,Yes,7,Yes,DSL,One year,No,Electronic check,39.26,295.11,1
Female,0,No,No,8,No,Fiber optic,One year,Yes,Electronic check,69.57,583.32,0
Male,0,Yes,No,2,Yes,No,Month-to-month,Yes,Electronic check,34.83,68.29,0
Male,0,Yes,No,6,Yes,DSL,One year,No,Bank transfer,59.71,318.86,0
Female,0,Yes,No,22,Yes,DSL,One year,Yes,Mailed check,55.28,1290.57,0
Female,0,Yes,No,2,Yes,Fiber optic,One year,No,Mailed check,75.48,116.07,1
Male,0,Yes,No,68,Yes,Fiber optic,Two year,Yes,Electronic check,61.67,4214.51,0
Female,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,Yes,Credit card,80.99,5339.73,0
Female,0,Yes,Yes,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,60.4,813.35,0
Male,0,No,Yes,23,Yes,No,Month-to-month,Yes,Mailed check,18.0,383.73,0
Female,1,No,No,54,Yes,DSL,Month-to-month,No,Electronic check,58.1,3190.03,0
Male,0,Yes,No,48,Yes,Fiber optic,Month-to-month,No,Bank transfer,66.06,3239.79,0
Female,0,No,No,42,Yes,Fiber optic,Two year,No,Mailed check,71.65,3058.87,0
Female,0,Yes,Yes,72,Yes,Fiber optic,Month-to-month,Yes,Mailed check,73.45,5296.28,0
Female,0,No,Yes,46,Yes,No,One year,No,Credit card,39.22,1782.36,0
Female,0,Yes,No,49,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,73.47,3741.14,0
Male,0,No,No,37,Yes,Fiber optic,Month-to-month,Yes,Mailed check,65.05,2357.27,1
Male,0,Yes,Yes,38,Yes,DSL,Two year,No,Mailed check,55.41,2149.64,0
Male,0,No,Yes,21,Yes,Fiber optic,One year,Yes,Credit card,63.35,1346.99,0
Female,1,Yes,Yes,38,No,DSL,Month-to-month,Yes,Credit card,62.31,2364.65,0
Female,1,No,No,67,Yes,DSL,Two year,Yes,Bank transfer,55.52,3729.1,0
Male,0,Yes,Yes,28,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,73.2,2024.09,0
Female,0,No,Yes,10,Yes,Fiber optic,Month-to-month,No,Credit card,55.75,578.85,1
Female,0,Yes,No,44,Yes,No,Month-to-month,Yes,Credit card,18.0,807.84,0
Female,0,No,Yes,57,Yes,Fiber optic,One year,No,Electronic check,57.99,3439.31,0
Male,0,Yes,No,70,Yes,No,Month-to-month,Yes,Credit card,38.97,2781.44,0
Female,0,No,Yes,40,No,DSL,Two year,No,Bank transfer,40.81,1658.19,0
Female,0,No,No,57,Yes,Fiber optic,Month-to-month,No,Bank transfer,75.86,4352.8,1
Male,0,No,No,19,Yes,No,Month-to-month,No,Mailed check,19.86,469.32,0
Male,1,Yes,Yes,31,Yes,Fiber optic,Two year,Yes,Electronic check,73.08,2216.96,0
Male,0,Yes,Yes,31,Yes,Fiber optic,Month-to-month,Yes,Credit card,69.64,2149.7,0
Male,0,Yes,No,24,Yes,Fiber optic,Month-to-month,No,Bank transfer,83.15,1900.24,0
Female,0,No,No,52,Yes,DSL,Month-to-month,No,Electronic check,54.68,2871.3,0
Female,0,No,Yes,64,No,Fiber optic,Month-to-month,Yes,Bank transfer,73.08,4719.53,0
Female,0,Yes,Yes,24,Yes,DSL,Month-to-month,Yes,Electronic check,60.37,1399.1,0
Male,1,No,Yes,10,Yes,DSL,Month-to-month,No,Mailed check,49.93,571.05,1
Female,0,Yes,No,60,Yes,DSL,One year,Yes,Bank transfer,58.55,3477.06,0
Male,0,No,No,62,Yes,DSL,Month-to-month,Yes,Bank transfer,57.21,3529.9,0
Female,0,Yes,No,68,Yes,DSL,Month-to-month,No,Electronic check,57.12,3890.14,0
Male,0,Yes,Yes,19,Yes,No,One year,Yes,Electronic check,23.76,531.15,0
Male,0,Yes,No,52,Yes,Fiber optic,Month-to-month,Yes,Electronic check,66.5,3415.09,1
Female,0,Yes,No,52,Yes,No,One year,No,Bank transfer,18.04,952.64,0
Male,0,Yes,Yes,57,Yes,Fiber optic,One year,Yes,Credit card,63.54,3660.52,0
Female,0,Yes,Yes,59,Yes,DSL,Month-to-month,Yes,Bank transfer,42.66,2545.36,0
Female,0,Yes,No,69,Yes,DSL,Month-to-month,Yes,Bank transfer,52.93,3682.44,0
Female,0,Yes,No,35,Yes,No,Month-to-month,Yes,Electronic check,23.17,849.03,0
Female,1,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.45,442.96,1
Male,0,Yes,No,14,Yes,No,Month-to-month,No,Credit card,28.9,488.99,0
Female,0,Yes,No,64,Yes,DSL,One year,Yes,Mailed check,41.52,2651.72,0
Male,0,No,Yes,61,Yes,Fiber optic,One year,Yes,Electronic check,61.28,3725.89,0
Female,0,No,Yes,1,Yes,Fiber optic,Month-to-month,No,Mailed check,68.17,135.55,1
Male,0,Yes,Yes,27,Yes,No,Two year,Yes,Bank transfer,18.8,476.07,0
Male,0,No,No,18,Yes,DSL,Month-to-month,Yes,Electronic check,42.96,789.29,1
Female,0,No,No,24,Yes,No,Two year,Yes,Electronic check,38.57,889.54,0
Male,0,No,Yes,46,Yes,Fiber optic,Two year,Yes,Bank transfer,57.73,2781.54,0
Female,0,Yes,Yes,37,Yes,No,Month-to-month,Yes,Electronic check,41.18,1639.09,0
Female,1,Yes,No,35,Yes,Fiber optic,Month-to-month,Yes,Mailed check,77.31,2700.34,0
Female,0,Yes,No,32,Yes,Fiber optic,Month-to-month,No,Credit card,77.89,2518.47,0
Female,0,No,No,47,Yes,DSL,Two year,No,Credit card,56.95,2676.91,0
Female,0,No,Yes,50,Yes,No,Month-to-month,No,Mailed check,29.94,1479.57,0
Male,0,No,No,4,No,DSL,Two year,Yes,Electronic check,63.29,259.14,0
Male,1,No,No,10,Yes,Fiber optic,Month-to-month,No,Mailed check,66.34,661.37,1
Male,0,Yes,No,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,68.75,1642.72,1
Female,0,Yes,No,32,Yes,Fiber optic,One year,Yes,Credit card,63.18,2034.91,0
Male,0,No,No,72,Yes,Fiber optic,Month-to-month,No,Bank transfer,56.43,4060.85,0
Male,0,No,No,65,Yes,Fiber optic,Month-to-month,No,Mailed check,64.71,4221.76,0
Male,0,Yes,No,47,Yes,Fiber optic,Two year,Yes,Bank transfer,84.98,3990.18,0
Male,0,Yes,No,3,Yes,Fiber optic,Month-to-month,No,Electronic check,68.61,187.81,1
Male,1,No,No,8,Yes,Fiber optic,Two year,Yes,Mailed check,90.87,770.71,0
Male,0,Yes,No,33,Yes,Fiber optic,Two year,Yes,Credit card,86.69,2887.43,0
Male,0,Yes,No,43,Yes,No,Month-to-month,Yes,Electronic check,48.96,2175.08,1
Male,0,No,Yes,48,No,Fiber optic,Month-to-month,Yes,Electronic check,85.24,4116.26,1
Male,0,Yes,Yes,11,Yes,DSL,Month-to-month,No,Credit card,68.87,747.69,0
Male,1,Yes,No,64,Yes,Fiber optic,One year,Yes,Mailed check,77.6,4997.24,0
Female,0,No,No,36,Yes,DSL,Two year,Yes,Electronic check,51.83,1766.85,0
Male,0,Yes,No,43,No,DSL,Two year,No,Electronic check,52.36,2356.66,0
Male,0,No,No,3,Yes,Fiber optic,Two year,No,Mailed check,70.0,223.72,1
Male,0,Yes,No,60,Yes,Fiber optic,Month-to-month,No,Mailed check,71.2,4381.22,0
Female,0,Yes,No,40,Yes,Fiber optic,Month-to-month,No,Mailed check,76.02,2997.33,0
Female,0,Yes,Yes,17,Yes,No,Month-to-month,No,Electronic check,21.27,305.71,0
Female,0,No,Yes,23,Yes,DSL,Two year,No,Mailed check,38.98,914.83,0
Male,0,Yes,No,26,Yes,DSL,Month-to-month,Yes,Bank transfer,52.91,1393.79,0
Male,0,No,Yes,2,Yes,DSL,Month-to-month,No,Credit card,44.46,105.83,0
Male,0,Yes,No,68,Yes,DSL,Month-to-month,Yes,Bank transfer,45.29,3089.01,0
Female,0,Yes,No,58,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,68.86,3962.47,0
Female,0,No,No,64,Yes,Fiber optic,Month-to-month,Yes,Credit card,67.02,4215.01,0
Female,1,No,Yes,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.88,2195.04,1
Female,0,No,No,41,Yes,DSL,Two year,No,Electronic check,48.67,1931.34,0
Female,0,Yes,Yes,33,Yes,Fiber optic,One year,No,Electronic check,79.28,2547.39,0
Female,0,Yes,No,35,Yes,DSL,Month-to-month,Yes,Electronic check,51.65,1788.72,0
Female,1,No,Yes,43,Yes,Fiber optic,One year,Yes,Credit card,74.29,3216.0,0
Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.27,2451.3,0
Male,0,Yes,No,56,Yes,DSL,One year,No,Credit card,39.67,2270.48,0
Female,0,No,Yes,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,72.7,435.16,1
Male,0,No,Yes,14,Yes,Fiber optic,One year,Yes,Mailed check,76.79,1107.74,1
Male,0,Yes,No,65,Yes,DSL,Month-to-month,No,Mailed check,57.93,3783.79,0
Female,1,No,Yes,64,No,Fiber optic,Month-to-month,Yes,Electronic check,64.18,4232.81,0
Male,0,No,Yes,59,Yes,Fiber optic,One year,Yes,Mailed check,57.85,3347.01,0
Female,0,Yes,No,27,Yes,DSL,One year,Yes,Bank transfer,45.71,1213.51,0
Female,0,No,No,33,Yes,DSL,One year,Yes,Mailed check,61.08,1998.88,0
Male,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Credit card,71.77,188.22,0
Female,0,Yes,No,21,Yes,No,Month-to-month,Yes,Credit card,18.8,345.86,1
Female,0,Yes,No,53,Yes,Fiber optic,One year,Yes,Mailed check,58.38,3132.31,0
Female,0,Yes,No,25,Yes,Fiber optic,Month-to-month,No,Credit card,64.53,1642.23,1
Male,0,No,No,35,Yes,Fiber optic,Month-to-month,No,Electronic check,63.99,2280.32,1
Female,1,Yes,No,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.48,782.08,0
Female,0,Yes,Yes,36,Yes,DSL,Month-to-month,No,Mailed check,58.1,2168.52,0
Female,0,Yes,Yes,52,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,61.6,3200.74,0
Male,0,Yes,No,42,No,No,Month-to-month,Yes,Mailed check,31.03,1329.77,0
Male,0,Yes,Yes,41,Yes,Fiber optic,One year,No,Bank transfer,75.21,3046.78,0
Female,0,No,No,66,Yes,No,One year,Yes,Credit card,18.0,1139.76,0
Male,0,No,Yes,17,Yes,DSL,One year,Yes,Electronic check,49.33,926.85,0
Male,0,Yes,No,22,Yes,Fiber optic,One year,No,Credit card,72.73,1559.45,0
Male,1,Yes,Yes,45,Yes,Fiber optic,Month-to-month,No,Bank transfer,76.31,3466.02,0
Male,0,Yes,No,35,No,DSL,Two year,No,Mailed check,36.32,1297.75,0
Male,0,No,No,71,Yes,DSL,One year,No,Electronic check,51.05,3683.3,0
Male,0,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.09,292.54,0
Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,No,Mailed check,82.64,788.32,1
Male,0,No,Yes,25,Yes,Fiber optic,One year,Yes,Bank transfer,64.65,1613.35,0
Male,1,Yes,No,34,Yes,DSL,One year,No,Mailed check,50.64,1691.76,0
Male,0,Yes,Yes,65,Yes,Fiber optic,One year,Yes,Electronic check,68.33,4428.91,0
Female,1,Yes,No,36,Yes,DSL,One year,Yes,Bank transfer,57.33,2115.72,0
Male,0,No,Yes,32,Yes,DSL,Two year,Yes,Bank transfer,50.78,1661.52,1
Female,0,Yes,Yes,13,Yes,Fiber optic,Two year,No,Credit card,74.83,966.39,0
Female,0,Yes,No,32,Yes,DSL,One year,Yes,Mailed check,41.0,1255.04,0
Female,0,No,No,39,Yes,No,Two year,Yes,Bank transfer,28.17,1045.2,0
Female,0,No,Yes,43,No,Fiber optic,Two year,No,Mailed check,64.06,2792.23,0
Male,0,Yes,No,44,Yes,DSL,Month-to-month,No,Bank transfer,48.85,2085.51,0
Female,0,No,Yes,31,Yes,DSL,One year,Yes,Mailed check,63.66,1967.55,0
Male,1,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.81,899.77,1
Female,0,No,No,11,Yes,DSL,Month-to-month,No,Credit card,47.76,548.34,0
Female,0,No,No,12,Yes,DSL,Month-to-month,Yes,Bank transfer,39.8,514.71,0
Female,0,Yes,No,45,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,71.22,3151.85,1
Female,0,No,Yes,62,No,DSL,Month-to-month,No,Mailed check,58.39,3558.81,0
Male,1,No,No,64,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,76.36,4926.83,0
Female,0,No,No,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.07,1574.49,0
Female,0,No,No,6,Yes,DSL,One year,Yes,Electronic check,60.63,422.46,0
Female,0,No,No,46,Yes,Fiber optic,Two year,Yes,Electronic check,72.64,3348.6,0
Male,0,No,No,3,No,Fiber optic,Two year,Yes,Electronic check,76.56,407.5,1
Female,0,No,No,46,Yes,Fiber optic,Month-to-month,No,Electronic check,75.72,3459.5,0
Male,0,No,No,28,Yes,DSL,Month-to-month,Yes,Bank transfer,26.99,775.18,0
Male,0,No,No,61,Yes,Fiber optic,Two year,No,Electronic check,69.39,4193.08,0
Male,0,Yes,No,46,Yes,DSL,Month-to-month,No,Credit card,41.38,1960.08,0
Female,0,No,No,54,Yes,Fiber optic,Two year,No,Credit card,63.37,3449.01,0
Male,0,Yes,No,30,Yes,DSL,One year,Yes,Electronic check,61.8,1810.94,0
Male,1,No,Yes,61,Yes,No,Month-to-month,No,Bank transfer,27.0,1636.14,0
Male,0,No,No,38,Yes,DSL,Month-to-month,Yes,Mailed check,65.14,2548.91,0
Female,0,No,Yes,46,Yes,No,Month-to-month,No,Credit card,18.0,895.59,0
Male,0,No,No,26,No,No,Month-to-month,Yes,Mailed check,18.0,402.28,0
Female,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,No,Mailed check,76.1,2493.0,1
Female,1,Yes,Yes,61,Yes,DSL,Two year,Yes,Electronic check,52.27,3284.54,1
Female,0,No,No,29,Yes,Fiber optic,One year,No,Credit card,72.46,2097.98,0
Female,0,No,No,2,Yes,No,Month-to-month,Yes,Electronic check,24.1,62.37,0
Male,0,No,No,28,Yes,Fiber optic,Month-to-month,Yes,Credit card,68.86,1984.43,1
Male,0,No,No,29,Yes,Fiber optic,Month-to-month,No,Electronic check,67.57,1897.92,0
Male,0,No,Yes,31,Yes,DSL,Month-to-month,Yes,Bank transfer,51.44,1552.66,0
Female,0,Yes,No,6,Yes,No,One year,No,Mailed check,30.13,169.6,0
Female,0,Yes,No,10,Yes,DSL,One year,No,Electronic check,62.92,694.43,0
Female,0,No,No,24,Yes,DSL,Two year,No,Electronic check,48.38,1217.11,0
Male,0,No,No,31,Yes,DSL,Month-to-month,No,Electronic check,46.85,1493.34,1
Male,0,No,Yes,3,No,Fiber optic,Month-to-month,No,Bank transfer,65.82,195.5,0
Male,0,No,No,29,Yes,No,Two year,No,Bank transfer,36.76,1127.52,0
Male,0,No,No,24,Yes,Fiber optic,One year,Yes,Electronic check,75.52,1809.85,0
Male,0,No,Yes,3,No,DSL,One year,Yes,Mailed check,34.81,138.33,0
Female,0,No,No,19,Yes,DSL,Month-to-month,No,Electronic check,34.46,705.34,1
Male,0,Yes,No,20,Yes,Fiber optic,Two year,Yes,Bank transfer,63.36,1357.04,0
Female,0,No,Yes,11,No,Fiber optic,Month-to-month,Yes,Bank transfer,71.84,792.42,1
Male,0,No,No,55,Yes,DSL,Month-to-month,Yes,Credit card,49.73,2722.02,0
Male,0,Yes,Yes,6,Yes,Fiber optic,One year,Yes,Credit card,74.12,514.47,1
Female,0,No,Yes,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,68.6,2954.79,0
Female,1,No,No,48,No,No,Two year,No,Electronic check,41.18,1954.47,1
Male,0,No,Yes,59,Yes,Fiber optic,Month-to-month,No,Credit card,76.18,4444.37,0
Male,0,Yes,Yes,40,Yes,DSL,Month-to-month,No,Electronic check,50.62,2090.75,0
Male,0,No,No,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.16,3089.31,0
Female,0,Yes,Yes,55,Yes,DSL,Two year,No,Electronic check,36.81,1944.91,0
Male,0,No,No,62,Yes,No,One year,No,Bank transfer,24.32,1499.43,0
Female,0,No,No,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,71.1,1142.72,1
Male,0,No,Yes,58,Yes,DSL,Month-to-month,Yes,Credit card,54.82,3126.56,0
Female,0,No,No,34,Yes,Fiber optic,Month-to-month,Yes,Mailed check,56.28,1924.61,0
Male,0,Yes,Yes,8,Yes,DSL,Month-to-month,No,Electronic check,47.92,396.68,1
Female,0,No,No,45,Yes,DSL,One year,Yes,Mailed check,53.2,2369.98,0
Female,1,No,Yes,71,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,78.82,5697.89,0
Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.49,895.88,1
Male,0,Yes,Yes,2,Yes,No,Month-to-month,Yes,Credit card,31.09,118.6,0
Female,0,Yes,No,66,Yes,Fiber optic,One year,Yes,Mailed check,69.51,4514.85,0
Male,0,No,Yes,43,Yes,DSL,One year,No,Bank transfer,55.4,2308.96,0
Male,0,No,Yes,16,Yes,Fiber optic,One year,Yes,Credit card,68.39,1117.24,0
Male,0,No,No,58,Yes,Fiber optic,One year,No,Mailed check,71.17,4220.6,0
Male,0,No,No,29,Yes,DSL,Two year,Yes,Bank transfer,56.36,1583.94,0
Male,1,Yes,No,24,Yes,No,Month-to-month,Yes,Mailed check,29.64,718.53,0
Male,0,No,Yes,21,Yes,No,Two year,No,Credit card,27.9,524.15,0
